Index	ID	Freq	iHH_0	iHH_1	iHS	Std iHS
2900	2900	0.0138976	132.671	623.808	-1.54797	-0.816026
2903	2903	0.124453	160.328	244.893	-0.423599	-1.29771
2912	2912	0.0137414	157.444	639.782	-1.40206	-0.694039
2926	2926	0.899282	202.769	190.547	0.062167	-0.825379
2939	2939	0.893504	180.208	193.24	-0.0698197	-1.19231
2942	2942	0.00780762	156.268	1151.4	-1.99716	-1.19157
2962	2962	0.899282	208.879	197.049	0.0582989	-0.836132
2982	2982	0.0032792	164.324	321.646	-0.671615	-0.0833536
2999	2999	0.905215	234.475	195.765	0.180438	-2.60365
3000	3000	0.0148345	166.866	1452.18	-2.16363	-1.33075
3014	3014	0.0159275	166.692	828.003	-1.60287	-0.861926
3015	3015	0.0159275	166.692	828.003	-1.60287	-0.861926
3024	3024	0.185197	179.883	446.112	-0.90826	-1.01516
3028	3028	0.185041	179.764	445.672	-0.907937	-1.01493
3035	3035	0.0156152	148.55	857.342	-1.75291	-0.987369
3061	3061	0.90584	235.103	166.817	0.343124	-2.02936
3064	3064	0.882573	150.195	170.253	-0.125351	-1.3467
3065	3065	0.0226421	140.362	187.432	-0.289188	-0.170424
3066	3066	0.0145222	137.154	769.581	-1.72474	-0.963816
3067	3067	0.0131168	137.043	535.29	-1.36251	-0.660977
3068	3068	0.0371643	144.854	190.913	-0.276091	-0.160016
3071	3071	0.616177	116.418	226.272	-0.664553	-1
3088	3088	0.0146783	131.618	783.192	-1.78347	-1.01292
3094	3094	0.0243598	134.079	524.465	-1.36395	-1.02452
3105	3105	0.674578	183.317	211.126	-0.141236	-1.56633
3110	3110	0.90584	260.993	144	0.594677	-1.14137
3111	3111	0.90584	260.993	144	0.594677	-1.14137
3121	3121	0.200344	128.762	470.809	-1.29649	-1.53609
3126	3126	0.055278	112.717	496.887	-1.48348	-0.733021
3145	3145	0.0146783	112.247	668.513	-1.78436	-1.01366
3152	3152	0.401468	177.779	214.41	-0.187349	0.848231
3153	3153	0.0135853	112.068	240.315	-0.762844	-0.159625
3163	3163	0.90787	300.861	129.548	0.842593	-0.266219
3174	3174	0.223923	145.495	419.282	-1.0584	-0.107266
3182	3182	0.00968145	123.629	752.463	-1.80607	-1.03181
3185	3185	0.188632	156.835	462.838	-1.08218	-1.14073
3191	3191	0.188632	159.739	465.38	-1.06931	-1.13144
3196	3196	0.0140537	133.746	593.964	-1.49087	-0.76829
3217	3217	0.00780762	135.818	619.004	-1.5168	-0.789963
3218	3218	0.00593379	135.925	744.928	-1.70118	-0.944119
3236	3236	0.678014	236.407	207.101	0.132348	-1.14489
3242	3242	0.221736	157.763	423.353	-0.987113	0.0210011
3269	3269	0.00546533	126.357	524.353	-1.42305	-0.711588
3276	3276	0.697064	233.927	192.389	0.19549	-1.89966
3285	3285	0.201593	146.045	473.256	-1.17572	-1.44218
3300	3300	0.736415	288.851	167.671	0.543908	-0.137247
3301	3301	0.20128	153.706	474.536	-1.1273	-1.40452
3303	3303	0.0738601	148.259	381.284	-0.94458	-0.535422
3330	3330	0.0488757	144.73	410.452	-1.04239	-0.206125
3342	3342	0.151156	162.496	497.444	-1.11883	-1.46817
3374	3374	0.224079	166.766	395.314	-0.86309	0.244154
3378	3378	0.0385696	132.209	469.729	-1.26777	-0.94809
3399	3399	0.0234229	124.819	934.129	-2.01275	-1.54011
3401	3401	0.727358	303.93	169.316	0.585031	0.194263
3412	3412	0.0477826	120.275	309.483	-0.945121	-0.0899362
3426	3426	0.331199	122.524	370.638	-1.10692	1
3440	3440	0.906152	370.329	117.536	1.14765	0.810642
3447	3447	0.906152	370.232	117.057	1.15147	0.824132
3455	3455	0.137883	113.204	250.593	-0.794639	-1.75932
3456	3456	0.4708	108.998	225.283	-0.726026	-1.13796
3457	3457	0.0260775	92.7632	201.522	-0.775848	-0.557164
3459	3459	0.00905684	94.5636	479.757	-1.62401	-0.879595
3463	3463	0.17005	118.796	603.073	-1.62463	-2.45518
3465	3465	0.906309	364.793	117.752	1.13075	0.750998
3481	3481	0.697689	251.008	162.034	0.437676	-1.41006
3493	3493	0.730481	308.935	148.648	0.731549	1.37538
3498	3498	0.00546533	108.569	531.322	-1.58798	-0.849479
3515	3515	0.228607	139.591	331.139	-0.863819	0.242841
3535	3535	0.170206	125.128	403.499	-1.17084	-2.03
3536	3536	0.523111	163.893	192.411	-0.160417	-1
3556	3556	0.488445	160.592	164.176	-0.022068	-1.36438
3557	3557	0.373204	109.792	259.325	-0.859496	-0.737319
3558	3558	0.00765147	100.324	456.082	-1.51427	-0.787849
3559	3559	0.011243	101.524	685.269	-1.90952	-1.1183
3567	3567	0.00749532	107.744	857.164	-2.07387	-1.2557
3570	3570	0.902092	366.015	128.873	1.04385	0.444234
3576	3576	0.188164	135.007	556.269	-1.41593	-1.38169
3583	3583	0.184104	133.706	577.253	-1.46264	-1.41541
3597	3597	0.184104	136.672	577.911	-1.44184	-1.40039
3610	3610	0.906309	405.202	145.329	1.02539	0.379048
3613	3613	0.908651	422.749	144.97	1.07026	0.53744
3631	3631	0.00499688	130.686	343.902	-0.96756	-0.330777
3667	3667	0.190037	140.688	530.789	-1.32782	-1.31808
3668	3668	0.187227	116.811	300.868	-0.946116	-1.04249
3669	3669	0.0398189	93.7796	341.931	-1.29366	-0.968661
3670	3670	0.373048	109.557	303.473	-1.01885	-1.21276
3671	3671	0.0757339	120.825	486.607	-1.39311	-0.984234
3672	3672	0.0651156	128.308	322.167	-0.920635	-0.511462
3710	3710	0.049188	136.454	338.552	-0.90869	-0.0464177
3712	3712	0.00796377	123.91	929.976	-2.0156	-1.20699
3721	3721	0.00515303	124.166	644.646	-1.64708	-0.898888
3722	3722	0.047158	136.411	360.401	-0.971542	-0.121496
3723	3723	0.413492	144.541	339.756	-0.854668	-0.643346
3737	3737	0.677858	252.947	212.764	0.172998	-1.08227
3749	3749	0.182074	159.314	574.276	-1.28223	-1.28516
3750	3750	0.0154591	124.899	572.097	-1.5218	-0.794148
3760	3760	0.905996	464.753	151.664	1.11984	0.712459
3774	3774	0.674578	235.475	226.055	0.0408244	-1.28588
3810	3810	0.720175	298.638	203.566	0.383244	-1.4324
3821	3821	0.909119	475.832	159.892	1.09057	0.609145
3833	3833	0.906152	472.304	157.467	1.09841	0.636814
3846	3846	0.906152	473.085	155.26	1.11417	0.692468
3848	3848	0.22361	156.734	368.318	-0.854397	0.259794
3849	3849	0.223766	156.817	368.347	-0.853949	0.260601
3863	3863	0.450187	140.488	333.237	-0.863729	-2.1493
3866	3866	0.681137	239.582	189.172	0.236237	-1.81729
3890	3890	0.185041	143.109	535.64	-1.31985	-1.31232
3896	3896	0.401936	119.37	375.611	-1.14633	-1.29526
3901	3901	0.18629	150.467	529.346	-1.2579	-1.2676
3908	3908	0.178951	148.307	537.925	-1.28843	-2.14018
3911	3911	0.0113991	113.121	208.082	-0.60948	-0.0314055
3915	3915	0.680981	219.857	199.147	0.0989348	-2.09486
3930	3930	0.0274828	121.56	419.293	-1.23816	-0.924558
3933	3933	0.00374766	116.423	583.953	-1.61259	-0.870053
3938	3938	0.154591	139.405	546.627	-1.36638	-1.70792
3939	3939	0.71065	206.988	186.559	0.103917	-0.935676
3946	3946	0.00468457	114.35	232.474	-0.70952	-0.115043
3950	3950	0.888195	327.172	141.706	0.836729	1.32797
3951	3951	0.886009	315.376	142.09	0.797303	1.21836
3957	3957	0.903654	430.405	138.535	1.1336	0.761057
3968	3968	0.719863	253.443	184.227	0.318973	-0.669244
3974	3974	0.0309182	116.853	297.518	-0.934558	-0.683289
3984	3984	0.185821	146.675	448.916	-1.11862	-1.16703
3990	3990	0.71065	228.022	188.694	0.189316	-0.829875
3991	3991	0.235322	132.69	292.932	-0.791925	0.372199
3993	3993	0.421611	92.5803	334.005	-1.28308	-2.2449
3994	3994	0.16396	137.064	484.168	-1.26198	-2.1154
4009	4009	0.905996	452.144	141.793	1.15964	0.852957
4020	4020	0.107901	148.771	282.283	-0.640501	-1.24579
4041	4041	0.0484072	139.196	437.922	-1.14616	-0.330076
4136	4136	0.337914	129.233	442.632	-1.23112	-1
4140	4140	0.906309	380.943	139.713	1.00306	0.300237
4150	4150	0.906309	321.24	141.405	0.820559	-0.343997
4154	4154	0.0473142	129.087	483.155	-1.31985	-0.537559
4188	4188	0.055278	136.977	609.604	-1.49299	-0.744385
4191	4191	0.893816	254.783	156.559	0.486978	0.355634
4198	4198	0.893816	254.727	156.258	0.488686	0.360382
4215	4215	0.82183	98.4942	150.177	-0.421819	-nan
4217	4217	0.0679263	119.368	179.311	-0.406913	0.00258296
4225	4225	0.6802	206.153	195.481	0.0531542	-2.18741
4235	4235	0.893973	306.76	152.864	0.696516	0.938168
4263	4263	0.902561	367.529	183.344	0.69544	-0.785673
4295	4295	0.0729232	173.512	476.984	-1.01124	-0.60212
4333	4333	0.00562149	167.508	203.85	-0.196355	0.313985
4361	4361	0.0629294	173.567	496.697	-1.05142	-0.642324
4477	4477	0.102748	142.678	370.029	-0.952991	-1.64044
4491	4491	0.347751	144.609	389.128	-0.989872	-0.680709
4542	4542	0.343848	133.986	369.547	-1.01454	-0.73318
4560	4560	0.0326359	105.372	71.5739	0.386769	0.366747
4561	4561	0.0332605	104.96	61.8147	0.529435	0.480122
4562	4562	0.0265459	104.892	44.8257	0.850148	0.734987
4573	4573	0.0171768	108.654	165.885	-0.423127	0.124394
